user_id,amount,device,location,transaction_hour,isFraud,Transaction Amount,Transaction Frequency,Time Since Last Transaction,Device Fingerprinting,Geo-Location Flags,Location-Inconsistent Transactions,Recipient Verification Status,Recipient Blacklist Status,VPN or Proxy Usage,Merchant Category Mismatch,Account Age,User Daily Limit Exceeded,Recent High-Value Transaction Flags,Past Fraudulent Behavior Flags,Normalized Transaction Amount,Fraud Complaints Count,Label
user_253,138.74,windows,fergana,15,0,138.74,3,48.97,b13cf0cc9686,0,0,1,0,0,0,2062,0,0,0,0.0525,0,0
user_446,83.18,windows,tashkent,14,0,83.18,12,90.11,6e07dcc41dc5,0,0,1,0,0,0,1137,0,0,0,0.031,0,0
user_152,39.46,safari,fergana,9,0,39.46,3,985.51,8e1026bbdb3c,0,0,0,0,0,0,2446,0,0,0,0.014,1,0
user_557,87.8,chrome,tashkent,6,0,87.8,10,1282.37,27082ba4e0ea,0,0,1,0,0,0,795,0,0,0,0.0328,1,0
user_067,94.95,safari,almaty,23,0,94.95,9,1235.78,5359191442a7,1,0,1,0,0,0,3171,1,0,0,0.0356,1,0
user_354,75.38,android,istanbul,13,0,75.38,10,267.08,d8c1466fe3a0,0,0,0,0,0,0,3502,0,0,0,0.028,1,0
user_160,35.93,ios,fergana,9,0,35.93,3,1314.84,768350d88782,0,0,1,0,0,0,698,0,0,0,0.0127,0,0
user_170,53.56,android,istanbul,2,0,53.56,8,1011.79,79db82dec954,0,0,1,0,0,0,2164,0,0,0,0.0195,1,0
user_294,179.55,android,tashkent,21,0,179.55,2,1040.02,9fdd1cfc4b5d,0,0,1,0,0,0,786,0,0,0,0.0684,0,0
user_022,38.08,windows,tashkent,19,0,38.08,14,458.7,dfe816b13dd9,0,0,1,0,0,0,892,0,0,0,0.0135,1,0
user_400,33.11,android,istanbul,10,0,33.11,13,1039.56,fb8934e45f88,0,0,1,0,0,0,750,0,0,0,0.0116,0,0
user_188,51.74,android,tashkent,16,0,51.74,3,1030.78,d51951a6baca,0,0,1,0,0,0,2823,0,1,0,0.0188,0,0
user_021,88.82,ios,tashkent,17,0,88.82,2,868.48,773b5454886f,0,0,1,0,0,1,366,0,0,0,0.0332,0,0
user_573,88.82,android,foreign_ip,6,0,88.82,1,533.78,71e6d9db6e6e,0,0,0,0,0,0,2073,0,0,0,0.0332,1,0
user_324,419.25,android,tashkent,13,0,419.25,2,1173.53,c7518a8f44ea,0,0,1,0,0,0,1730,0,0,0,0.1614,0,0
user_553,47.64,windows,fergana,18,0,47.64,8,1351.9,674322849e72,0,0,0,0,0,1,855,0,0,0,0.0172,1,0
user_494,74.9,android,dubai,13,0,74.9,9,1256.54,8cff0acdef07,0,0,1,0,0,0,1987,0,0,0,0.0278,0,0
user_065,36.27,ios,bukhara,15,0,36.27,13,372.6,5aec31796c56,0,0,1,0,0,0,1397,0,0,0,0.0128,1,0
user_140,127.17,ios,tashkent,7,0,127.17,2,658.4,909a10084e69,0,0,0,1,1,0,625,0,0,0,0.0481,1,0
user_389,28.77,android,istanbul,21,0,28.77,7,512.8,585c5715818b,0,0,1,0,0,0,897,0,0,0,0.0099,0,0
user_552,254.93,chrome,tashkent,2,0,254.93,5,1027.55,4cf3598da221,0,0,1,0,0,0,3298,0,0,0,0.0976,1,0
user_187,164.79,android,tashkent,10,0,164.79,3,1202.4,93826868a38c,1,0,1,0,0,0,1058,0,0,0,0.0627,1,0
user_023,10.95,android,samarkand,18,0,10.95,9,334.27,3f8dd941ce35,0,0,1,0,0,0,2387,0,1,0,0.003,1,0
user_407,45.63,android,tashkent,19,0,45.63,6,1365.66,ab33d22ff8b3,0,0,1,0,0,0,2837,0,0,0,0.0164,1,0
user_561,157.11,ios,tashkent,14,0,157.11,11,985.03,42fa8f3bf0d4,0,0,1,0,0,0,2953,0,1,0,0.0597,0,0
user_441,117.24,chrome,samarkand,20,0,117.24,1,338.01,75fac3c1b98c,0,0,1,0,0,0,385,0,0,0,0.0442,1,0
user_255,74.85,ios,tashkent,12,0,74.85,5,553.24,74a0812751bb,0,0,1,0,0,0,303,0,0,0,0.0278,0,0
user_544,23.7,chrome,fergana,15,0,23.7,7,177.5,60ae54b0f4f4,0,0,1,0,0,0,3335,0,0,0,0.0079,1,0
user_414,37.1,safari,tashkent,20,0,37.1,4,871.87,6878b93219a8,0,0,1,0,0,0,1413,0,0,0,0.0131,0,0
user_357,34.43,windows,fergana,9,0,34.43,8,268.56,1400039163dc,0,0,1,0,0,0,1966,0,0,0,0.0121,0,0
user_505,54.46,ios,tashkent,16,0,54.46,10,1007.26,5642e59e217b,0,0,1,0,0,1,588,0,1,0,0.0199,0,0
user_291,369.62,android,tashkent,17,0,369.62,5,1069.52,c0ce394e32fa,0,0,1,0,0,0,1644,0,0,0,0.1421,1,0
user_594,190.88,linux,fergana,21,0,190.88,9,705.86,15689217328c,0,0,1,0,0,0,2965,0,0,0,0.0728,0,0
user_305,21.12,ios,istanbul,9,1,21.12,23,10.79,4cfda920a8f1,1,1,0,1,1,1,167,1,1,0,0.0069,10,1
user_095,256.63,chrome,bukhara,6,0,256.63,9,891.33,2de0769da342,0,0,1,0,1,0,1273,0,0,0,0.0983,1,0
user_469,22.01,android,samarkand,14,0,22.01,1,554.81,83fb017202e7,0,0,1,0,0,0,3395,0,0,0,0.0073,1,0
user_322,22.62,android,tashkent,13,0,22.62,2,1369.0,34c372ae92e0,0,0,1,0,0,0,2386,0,0,0,0.0075,0,0
user_503,72.59,chrome,bukhara,14,0,72.59,3,753.62,5cc8c964594d,0,0,1,0,0,0,2144,0,0,1,0.0269,0,0
user_291,126.88,chrome,tashkent,16,0,126.88,14,131.9,fa5e5900cdad,0,0,1,0,0,0,2566,0,0,0,0.0479,1,0
user_584,63.33,chrome,bukhara,3,0,63.33,4,926.83,b1a21ef4f287,0,0,1,0,0,0,2771,0,1,0,0.0233,0,0
user_089,60.85,android,tashkent,16,0,60.85,10,1128.89,14a1a9d3fb45,0,0,1,0,0,0,3229,0,1,0,0.0223,1,0
user_437,79.82,safari,fergana,12,0,79.82,9,256.31,1a72b05eab36,0,0,1,0,0,0,3425,0,0,0,0.0297,1,0
user_548,139.51,ios,tashkent,19,0,139.51,10,663.17,fee05222a29d,0,0,1,0,0,0,1758,0,0,0,0.0528,0,0
user_187,242.69,android,tashkent,20,0,242.69,13,1077.91,cedec8c0ee38,0,0,1,0,0,0,3464,0,0,0,0.0929,1,0
user_524,109.85,android,tashkent,6,0,109.85,6,58.9,91c22e906c78,0,1,0,0,0,0,1400,0,0,0,0.0413,1,0
user_001,40.85,ios,tashkent,15,0,40.85,1,70.85,824c2f0c949c,0,0,1,0,0,0,2028,0,0,0,0.0146,0,0
user_187,175.23,android,fergana,13,0,175.23,12,984.45,557e842062de,0,0,1,0,0,1,1437,0,0,0,0.0667,0,0
user_578,24.66,ios,samarkand,12,0,24.66,9,1052.43,38091700a8c1,0,0,1,0,0,0,2382,0,0,0,0.0083,1,0
user_330,96.15,safari,tashkent,9,0,96.15,6,1222.68,7c95156c9036,0,0,1,0,0,0,454,0,0,0,0.036,1,0
user_240,24.1,android,samarkand,0,0,24.1,4,593.44,4d47466a4051,0,0,1,0,0,0,2165,0,0,0,0.0081,1,0
user_316,38.48,android,tashkent,17,0,38.48,14,579.59,766e4fdfb571,0,0,1,0,0,0,3468,0,0,0,0.0137,1,0
user_199,106.91,ios,tashkent,1,0,106.91,4,808.84,8882dc555eae,0,0,1,0,0,0,1630,0,0,0,0.0402,1,0
user_178,165.83,windows,samarkand,15,0,165.83,3,1097.83,14bba71c4215,0,0,1,0,0,0,1654,0,0,0,0.0631,0,0
user_127,88.3,windows,bukhara,8,0,88.3,7,933.8,91e840000d84,0,0,1,0,0,0,337,0,0,0,0.033,1,0
user_081,47.23,android,bukhara,21,0,47.23,3,491.53,d6651c102cb4,0,0,1,0,0,0,2220,0,0,0,0.017,1,0
user_467,117.92,android,samarkand,16,0,117.92,2,518.63,e5b394947eb7,0,0,1,0,0,0,363,0,0,0,0.0445,0,0
user_108,103.83,android,tashkent,19,0,103.83,10,1105.84,0acf084c44cc,0,0,1,0,0,0,1402,0,0,0,0.039,1,0
user_363,99.71,windows,tashkent,7,0,99.71,8,783.85,edc4e2f3c9cd,0,0,1,0,0,0,437,0,0,0,0.0374,1,0
user_442,87.11,android,tashkent,14,0,87.11,4,168.15,9247ac601c64,0,0,1,0,0,0,3402,0,0,0,0.0325,0,0
user_403,45.74,ios,tashkent,6,0,45.74,8,245.72,34eca187375c,0,0,1,0,0,0,3352,0,0,0,0.0165,1,0
user_428,53.89,windows,almaty,5,0,53.89,1,1230.18,920915f92323,1,0,1,0,0,0,2517,0,0,0,0.0196,1,0
user_558,26.53,chrome,tashkent,20,0,26.53,5,1438.31,183e56bd666a,0,0,1,0,1,0,1967,0,0,0,0.009,1,0
user_484,62.22,windows,tashkent,7,0,62.22,13,503.31,7722ef0cf320,0,0,1,0,0,0,2794,0,0,0,0.0229,1,0
user_338,66.02,windows,tashkent,4,0,66.02,9,575.25,9240de893938,0,0,1,0,0,0,2959,0,0,0,0.0243,1,0
user_469,30.3,android,samarkand,6,0,30.3,1,247.83,7bb561c4a767,0,0,1,0,0,0,1153,0,0,0,0.0105,1,0
user_424,27.04,ios,samarkand,21,0,27.04,11,362.36,14b7f6be9d9a,1,0,1,0,0,1,746,0,1,0,0.0092,0,0
user_260,64.58,chrome,tashkent,14,0,64.58,13,628.73,6359a47fac2d,0,0,1,0,0,0,3460,0,0,0,0.0238,0,0
user_104,75.45,android,tashkent,10,0,75.45,4,430.99,589b357044d3,0,0,1,0,0,0,2174,0,0,0,0.028,1,0
user_300,39.22,android,samarkand,17,0,39.22,6,1019.01,92aba199f667,0,0,1,0,0,0,3167,0,0,0,0.0139,0,0
user_482,214.29,chrome,fergana,22,0,214.29,10,788.37,f147fd056452,0,0,1,0,0,1,302,0,0,0,0.0819,1,0
user_576,52.33,android,dubai,2,0,52.33,8,1189.44,89e14922e8d6,0,0,1,0,0,0,2195,0,0,0,0.019,1,0
user_576,39.67,android,dubai,10,0,39.67,14,1051.58,bc75461b9683,0,0,1,0,0,0,2138,0,0,0,0.0141,1,0
user_012,62.96,ios,bukhara,15,0,62.96,3,210.62,7993b97ca330,0,0,0,0,0,0,3014,0,1,0,0.0231,0,0
user_159,213.34,windows,samarkand,17,0,213.34,5,203.98,1a85f501ab2f,0,0,1,0,0,0,3366,0,0,0,0.0815,1,0
user_393,145.0,ios,istanbul,21,0,145.0,7,1292.86,db3357797472,0,0,1,0,0,0,1462,0,0,0,0.055,1,0
user_249,165.13,chrome,fergana,8,0,165.13,1,1185.51,42a83dd1ed09,0,0,1,1,0,0,1957,0,0,0,0.0628,0,0
user_455,38.02,safari,dubai,15,0,38.02,7,689.76,80a4650a34f9,0,0,0,0,0,0,3120,1,0,0,0.0135,0,0
user_187,126.81,chrome,tashkent,19,0,126.81,13,213.81,574336bf73d1,0,0,1,0,0,0,3238,0,0,0,0.0479,1,0
user_168,13.66,android,bukhara,19,1,13.66,22,23.65,c1f51374c8b0,0,1,1,1,1,0,92,1,1,1,0.004,3,1
user_381,16.07,ios,tashkent,4,0,16.07,11,355.29,17997d5a9000,0,0,1,0,0,0,2304,0,0,0,0.005,0,0
user_418,39.54,ios,bukhara,15,0,39.54,8,80.1,1033ecce5396,0,0,1,0,0,1,632,0,0,0,0.0141,0,0
user_354,198.85,ios,istanbul,10,0,198.85,8,1333.18,6e61c0b9a918,0,0,1,0,0,0,1663,0,0,0,0.0759,0,0
user_273,33.96,ios,tashkent,9,0,33.96,9,1170.6,b23b75b99250,1,0,1,0,0,0,2660,0,0,0,0.0119,0,0
user_153,55.93,windows,dubai,23,0,55.93,6,1007.81,557e7fab8e58,0,0,1,0,0,0,842,0,0,0,0.0204,1,0
user_078,21.38,android,samarkand,0,0,21.38,12,77.98,c17aa1a32d50,0,0,1,0,0,0,2694,0,0,0,0.007,1,0
user_547,163.18,ios,tashkent,0,0,163.18,6,775.09,af6857c524dc,0,0,1,0,0,1,1857,0,0,0,0.062,1,0
user_501,91.65,android,istanbul,14,0,91.65,2,951.63,d7497941868f,0,0,0,0,0,0,977,0,0,0,0.0343,0,0
user_368,74.11,windows,tashkent,15,0,74.11,3,1100.68,3af57abff459,0,0,1,0,0,0,3443,0,0,0,0.0275,1,0
user_478,301.66,windows,tashkent,15,0,301.66,4,694.21,f32c512cfcfa,0,0,1,0,0,0,2801,0,0,0,0.1158,1,0
user_324,92.82,windows,tashkent,18,0,92.82,4,1374.22,a82af843da79,0,0,1,0,0,0,586,0,0,0,0.0347,0,0
user_228,49.45,android,tashkent,12,0,49.45,8,375.14,ddc53cb569c0,0,0,0,0,0,1,963,0,0,0,0.0179,0,0
user_515,45.26,chrome,tashkent,17,0,45.26,14,128.33,d038b09c56b3,0,0,1,0,0,0,2729,0,0,0,0.0163,0,0
user_088,192.95,chrome,tashkent,18,0,192.95,1,499.2,0c4fd0f2982a,0,0,1,0,0,0,3312,0,1,0,0.0736,0,0
user_194,97.23,android,bukhara,6,0,97.23,10,963.14,8522ee1691b0,0,0,0,0,0,0,756,0,0,0,0.0364,0,0
user_120,62.21,ios,dubai,1,0,62.21,14,1069.39,bb867f575a1e,0,0,1,0,0,0,3456,0,0,0,0.0229,0,0
user_172,207.46,ios,foreign_ip,9,0,207.46,4,1071.28,d739b62b4888,1,0,1,0,0,0,338,0,0,0,0.0792,1,0
user_595,34.12,ios,almaty,15,0,34.12,11,186.05,c941294b1e61,0,0,1,0,0,0,2680,0,0,0,0.012,0,0
user_195,18.18,windows,tashkent,8,0,18.18,12,1277.98,dbf23c2a9602,0,0,0,0,0,0,1252,0,0,0,0.0058,1,0
user_573,296.45,android,tashkent,16,0,296.45,13,425.98,332998e0938e,0,0,1,0,0,0,1118,0,0,0,0.1137,0,0
user_289,28.43,chrome,tashkent,7,0,28.43,11,325.97,1012d1d9ed29,0,0,1,0,0,0,1064,0,0,0,0.0098,0,0
user_215,90.24,safari,dubai,7,0,90.24,11,896.39,d4fdb9e50b07,0,0,1,0,0,0,2046,0,0,0,0.0337,0,0
user_244,50.32,android,tashkent,23,0,50.32,4,328.71,10760ee6ed3d,0,0,1,0,0,0,2946,0,0,0,0.0182,1,0
user_261,306.4,windows,tashkent,10,0,306.4,1,746.33,b25dc6216f0a,0,0,1,0,0,0,935,0,0,0,0.1176,1,0
user_318,107.62,android,almaty,12,0,107.62,3,603.91,fe4cfd7b8f4b,0,0,1,0,0,0,2214,0,0,0,0.0405,1,0
user_156,75.24,windows,tashkent,10,0,75.24,5,357.17,838e77b68be4,0,0,1,0,0,0,2927,0,0,0,0.0279,0,0
user_058,57.71,android,tashkent,15,0,57.71,6,441.8,ddb6b99aa873,0,0,1,0,0,0,3169,0,0,0,0.0211,0,0
user_469,34.69,safari,samarkand,17,0,34.69,9,632.64,8e67511476e6,0,0,1,0,0,0,1170,0,0,0,0.0122,0,0
user_379,55.37,windows,istanbul,22,0,55.37,9,518.09,7e8fc8070b32,0,0,0,0,0,0,2536,0,0,0,0.0202,1,0
user_219,361.06,android,tashkent,18,0,361.06,9,568.02,cf46227f7766,0,0,1,0,0,0,2248,0,0,0,0.1388,0,0
user_143,82.4,chrome,fergana,22,0,82.4,11,1066.96,74cb3523dafb,0,0,0,0,0,0,1247,0,0,0,0.0307,1,0
user_324,43.45,windows,tashkent,1,1,43.45,22,2.94,01d6f346dd39,1,1,0,1,1,0,175,1,1,1,0.0156,5,1
user_472,30.83,safari,samarkand,11,0,30.83,12,914.94,0c9567aea57d,0,0,1,0,0,0,1842,0,0,0,0.0107,1,0
user_163,25.98,android,tashkent,13,0,25.98,9,986.2,396e17425f53,0,0,1,0,0,0,2676,0,0,0,0.0088,0,0
user_015,29.89,ios,tashkent,17,0,29.89,13,1160.94,92aa7089b478,0,0,1,0,0,0,1137,0,0,0,0.0103,1,0
user_212,43.43,android,samarkand,14,0,43.43,8,1224.73,c78f8839b68d,0,0,1,0,0,0,336,0,0,0,0.0156,1,0
user_364,83.66,ios,fergana,15,0,83.66,2,253.72,ca4298c56725,0,0,1,0,0,0,1778,0,0,0,0.0312,1,0
user_116,128.41,windows,tashkent,8,0,128.41,13,224.95,fb659b5779fa,0,0,1,0,0,0,804,0,0,0,0.0485,0,0
user_172,116.56,ios,tashkent,17,0,116.56,11,896.83,35c934dd1299,0,0,1,0,0,0,2379,0,0,0,0.0439,1,0
user_423,59.53,android,bukhara,17,0,59.53,1,1097.25,6773ab9a4d40,0,0,1,0,0,0,3171,0,0,0,0.0218,1,0
user_454,40.43,android,tashkent,4,0,40.43,1,413.98,bf02fc2468d9,0,1,1,0,0,0,1848,0,1,0,0.0144,1,0
user_569,18.75,chrome,samarkand,3,0,18.75,12,771.44,c8c017f55bd9,0,0,1,0,0,0,2570,0,0,0,0.006,0,0
user_471,51.02,windows,samarkand,8,0,51.02,6,1118.86,6d6537aa9a6e,0,0,1,0,0,0,2889,0,0,0,0.0185,0,0
user_010,25.07,ios,bukhara,9,0,25.07,9,1112.18,be5934fa6d87,0,0,1,0,0,0,301,0,0,0,0.0084,1,0
user_018,43.65,chrome,fergana,20,0,43.65,7,951.89,5bb27d89092c,0,0,1,0,0,0,1460,0,0,0,0.0157,1,0
user_253,121.86,windows,fergana,11,0,121.86,5,141.09,60fa5dafa65c,0,0,1,0,0,0,3023,0,0,0,0.046,1,0
user_003,129.24,ios,fergana,13,0,129.24,11,101.41,4306ae252e50,0,0,1,0,0,0,3481,0,0,0,0.0489,1,0
user_509,34.77,chrome,fergana,18,0,34.77,2,577.71,22e5ddb5017f,0,0,0,0,0,0,3449,0,0,0,0.0122,0,0
user_264,216.1,safari,tashkent,6,0,216.1,1,67.63,163e8e176718,0,0,1,0,0,1,915,0,0,0,0.0826,0,0
user_593,17.83,windows,almaty,21,0,17.83,2,1304.84,6457570c8f6a,0,0,1,1,0,0,3456,0,0,0,0.0056,1,0
user_475,12.96,safari,dubai,18,0,12.96,1,58.4,16c2d3eafccf,0,0,0,0,1,0,1588,0,0,0,0.0038,0,0
user_425,49.0,ios,fergana,23,0,49.0,3,71.75,6c7316de0b08,0,0,0,0,0,0,2081,0,0,0,0.0177,0,0
user_111,17.85,android,tashkent,15,0,17.85,6,263.11,4c952ee921bc,0,0,1,0,0,0,3501,0,0,0,0.0056,0,0
user_438,37.56,ios,almaty,15,0,37.56,13,914.09,a4c3cee390b8,0,0,1,0,0,0,513,0,0,0,0.0133,1,0
user_204,61.91,linux,fergana,14,0,61.91,8,793.59,8936d7feb85d,0,0,1,0,0,0,1240,0,0,0,0.0227,1,0
user_048,53.5,safari,fergana,19,0,53.5,3,959.88,4293a3002c3f,0,0,0,0,0,0,2393,0,0,0,0.0195,0,0
user_518,39.2,windows,samarkand,12,0,39.2,10,1289.91,82a4b2a2a104,0,0,1,0,0,0,3285,0,0,0,0.0139,1,0
user_018,34.15,chrome,fergana,16,0,34.15,9,671.47,26fdc6ee7ff2,0,0,1,0,0,0,3166,0,0,0,0.012,1,0
user_318,54.19,android,almaty,1,0,54.19,10,91.87,65269bd8e01b,0,0,1,0,1,0,3567,0,0,0,0.0197,0,0
user_424,27.79,ios,samarkand,23,0,27.79,5,1106.53,9629a6d2516d,0,0,0,0,0,0,1576,0,0,0,0.0095,0,0
user_094,314.47,ios,samarkand,1,1,314.47,26,26.54,0d3f0bb76255,1,0,0,1,0,0,110,1,0,1,0.1207,9,1
user_574,128.66,ios,dubai,15,0,128.66,8,100.34,c5d3819499de,0,0,1,0,0,1,2787,0,0,0,0.0486,0,0
user_244,39.91,android,tashkent,20,0,39.91,3,372.42,83a881938c1a,1,0,1,0,0,0,1620,0,0,0,0.0142,0,0
user_127,408.81,chrome,bukhara,5,1,408.81,25,20.62,ae16a09c0e55,1,0,0,1,1,1,84,1,1,0,0.1573,2,1
user_363,37.12,windows,tashkent,1,0,37.12,2,560.38,24bdae774909,0,0,1,0,0,0,1248,0,1,0,0.0131,0,0
user_354,97.07,ios,istanbul,19,0,97.07,5,696.44,97acb433cb8f,0,0,1,0,0,0,1544,0,0,0,0.0364,1,0
user_258,12.59,safari,tashkent,16,0,12.59,1,1190.68,a26c8588baaa,0,0,1,0,0,1,205,0,0,0,0.0036,0,0
user_598,112.56,ios,tashkent,13,0,112.56,2,163.41,c8ba6a478b94,0,0,0,0,1,0,3226,0,0,0,0.0424,0,0
user_372,67.46,ios,samarkand,15,0,67.46,13,984.97,1a4625d8355d,0,0,1,0,0,0,1084,0,0,0,0.0249,0,0
user_558,60.55,chrome,tashkent,16,0,60.55,9,333.13,fae58e1d7cff,0,0,1,0,0,0,2799,0,0,0,0.0222,0,0
user_038,103.99,chrome,dubai,20,0,103.99,7,118.34,8d46f414b55d,0,0,1,0,0,0,569,0,0,0,0.0391,1,0
user_550,26.76,windows,tashkent,6,0,26.76,6,964.12,cb19856ed456,0,0,1,0,0,0,3344,0,0,0,0.0091,0,0
user_298,22.13,chrome,istanbul,21,0,22.13,9,201.19,5baf9b178576,0,1,1,0,0,0,2071,0,0,0,0.0073,0,0
user_427,84.45,windows,bukhara,3,0,84.45,7,1083.28,f00372f90bb6,0,0,1,0,1,0,2138,0,0,0,0.0315,1,0
user_032,62.93,safari,samarkand,9,0,62.93,14,315.81,65fae42e9e19,0,0,1,0,0,0,3526,0,0,0,0.0231,1,0
user_321,55.05,windows,almaty,12,0,55.05,11,98.4,96662ab9363b,0,0,1,0,0,0,1375,0,0,0,0.0201,1,0
user_250,71.01,ios,tashkent,14,0,71.01,5,170.01,57a995ac8c2f,0,0,1,0,0,0,1999,0,0,0,0.0263,0,0
user_107,84.78,android,tashkent,1,0,84.78,9,1216.19,56820873ae9c,0,0,1,0,0,0,1686,0,0,0,0.0316,0,0
user_135,40.5,ios,tashkent,0,0,40.5,6,553.07,ef5017b8ba7a,0,0,1,0,0,0,2458,0,0,0,0.0144,0,0
user_425,31.15,ios,fergana,10,0,31.15,6,456.2,adecbc6a6a9b,0,1,1,0,0,0,3109,0,0,0,0.0108,0,0
user_255,74.81,ios,tashkent,15,0,74.81,11,722.59,878db459d340,0,0,1,0,0,0,2742,0,0,0,0.0277,0,0
user_438,22.47,ios,almaty,22,0,22.47,4,922.43,750d29e739f8,0,0,1,0,0,0,2731,0,1,0,0.0074,1,0
user_519,15.09,android,samarkand,16,0,15.09,13,82.31,f8c48e9cc8d7,0,0,1,0,0,0,3137,1,0,0,0.0046,1,0
user_152,19.53,android,fergana,11,0,19.53,12,1296.45,1e8d5f002443,0,0,0,0,0,0,1961,0,0,0,0.0063,1,0
user_113,42.05,android,tashkent,6,0,42.05,1,1381.46,9e9046b477df,0,0,1,0,1,0,2731,0,0,0,0.015,1,0
